Row ID,event_date ,user id,traffic_source,device type,product category,page_view,add_to_cart,checkout,purchase,order_value(INR)
407,02/06/2025,6724,Paid Ads,Tablet,Sports,1,0,,0,
408,02/02/2025,5704,Paid Ads,,Home & Kitchen,1,1,0,0,
409,16/05/2025,8850,Organic,,Fashion,0,0,0,1,799
410,26/12/2024,8944,,Mobile,Electronics,1,0,,0,3499
411,15/10/2024,6606,,Tablet,,1,0,0,0,1299
412,13/03/2025,6273,Email,Desktop,Home & Kitchen,1,0,0,,799
413,01/06/2025,8462,Referral,Mobile,,1,1,0,0,
414,07/04/2025,5736,Social,Tablet,,1,0,0,0,3499
415,11/05/2025,8479,Referral,Desktop,Electronics,1,0,0,0,3499
416,09/03/2025,6509,Referral,Desktop,,,0,,1,3499
417,11/11/2024,6959,,Mobile,Beauty,1,1,0,0,
418,11/02/2025,8722,Paid Ads,Mobile,Home & Kitchen,1,1,0,0,1999
419,05/11/2024,7115,,Tablet,Sports,0,,0,0,
420,03/05/2025,7777,Referral,Mobile,Home & Kitchen,1,,,0,2499
421,12/05/2025,5727,Paid Ads,Tablet,Sports,1,0,1,0,1299
422,07/06/2025,5528,,Tablet,Electronics,0,1,1,0,2499
423,02/11/2024,6854,Email,Desktop,Home & Kitchen,1,1,0,0,2499
424,24/05/2025,7498,Referral,,,0,0,0,0,0
425,28/10/2024,5425,,Desktop,Fashion,1,1,0,0,3499
426,03/05/2025,7762,Referral,Desktop,,1,1,0,0,799
427,07/12/2024,8798,Paid Ads,,Fashion,1,1,0,0,1299
428,18/01/2025,5158,Email,Tablet,Fashion,1,0,0,0,3499
429,27/11/2024,5585,,Mobile,,1,0,0,1,1999
430,15/01/2025,6171,Paid Ads,Mobile,Fashion,1,0,1,0,0
431,15/01/2025,6748,Email,Tablet,Home & Kitchen,0,1,0,,2499
432,08/05/2025,8598,Social,Tablet,Home & Kitchen,1,,0,1,799
433,25/01/2025,7571,Email,,Electronics,0,0,1,,2499
434,22/01/2025,8298,,Tablet,Electronics,0,1,0,1,2499
435,10/11/2024,6963,Organic,Tablet,Beauty,1,0,0,0,
436,24/05/2025,5901,Email,Desktop,Home & Kitchen,1,1,0,0,799
437,08/10/2024,6457,,Mobile,,1,1,0,0,0
438,05/01/2025,8420,Referral,Tablet,Sports,1,0,0,0,799
439,06/12/2024,5277,,,Beauty,0,0,1,0,1299
440,29/05/2025,6999,Organic,,,1,1,0,,1999
441,17/02/2025,8202,Email,,Electronics,0,1,0,1,799
442,09/03/2025,8210,Organic,Mobile,,1,1,0,,1299
443,20/06/2025,8039,,,Electronics,1,1,0,0,1299
444,22/12/2024,7523,,Desktop,,,1,0,0,2499
445,11/06/2025,7726,Paid Ads,Tablet,Fashion,0,0,1,1,2499
446,29/12/2024,6600,Social,Tablet,,1,1,1,0,0
447,27/06/2025,7676,Social,Tablet,,1,,0,1,1299
448,05/04/2025,7067,Organic,Tablet,Beauty,1,0,0,0,1999
449,03/12/2024,5569,Social,Desktop,Fashion,1,1,0,0,1299
450,11/02/2025,8506,Paid Ads,Tablet,Fashion,1,0,1,0,
451,28/02/2025,7693,,,Fashion,1,1,0,1,799
452,25/04/2025,8163,Social,Tablet,Beauty,1,,,0,
453,13/11/2024,5409,Referral,Tablet,,1,0,0,0,
454,10/06/2025,6870,,,Home & Kitchen,1,,0,0,1999
455,29/05/2025,5350,,Tablet,Sports,1,0,0,,0
456,24/04/2025,5939,Organic,Mobile,Fashion,1,0,0,1,2499
457,10/04/2025,5948,,Desktop,,1,1,1,0,799
458,04/03/2025,7511,,Tablet,Beauty,1,1,1,0,799
459,18/03/2025,6440,Social,Desktop,Electronics,1,0,1,0,0
460,06/06/2025,8590,Social,,,,1,1,0,
461,31/03/2025,6019,Organic,,,0,0,0,1,2499
462,20/12/2024,5962,Organic,Desktop,,1,1,1,0,0
463,15/05/2025,7371,Social,Mobile,Home & Kitchen,1,0,0,0,1999
464,27/04/2025,7641,Paid Ads,,Fashion,1,1,0,1,2499
465,10/02/2025,5456,,,Electronics,0,1,0,0,1999
466,23/12/2024,8107,Social,Mobile,,1,1,1,0,0
467,25/11/2024,5220,Email,Desktop,Beauty,0,0,0,1,0
468,18/03/2025,8002,Paid Ads,,Beauty,1,0,0,0,3499
469,03/06/2025,7323,,,Home & Kitchen,1,1,0,,0
470,13/03/2025,8899,Referral,Tablet,,0,0,0,0,2499
471,09/11/2024,6149,Organic,Desktop,Fashion,1,0,0,0,0
472,27/06/2025,5306,Organic,Desktop,Fashion,1,0,0,0,1999
473,08/03/2025,7212,Referral,,,1,0,0,0,799
474,26/05/2025,7232,Paid Ads,,Beauty,1,,0,0,1999
475,19/10/2024,6019,Referral,Tablet,Electronics,1,1,1,0,799
476,07/11/2024,7196,Organic,,Electronics,0,1,,0,799
477,20/06/2025,7736,Paid Ads,Mobile,Fashion,0,0,0,1,3499
478,16/06/2025,5277,,,Electronics,1,0,0,0,1299
479,24/01/2025,7310,,Desktop,Home & Kitchen,0,0,1,0,1299
480,23/12/2024,7194,Referral,Desktop,,1,0,,0,0
481,16/11/2024,7171,Paid Ads,Mobile,Electronics,1,1,1,,1999
482,12/03/2025,8798,,Tablet,,1,0,,0,0
483,09/05/2025,6630,Organic,Desktop,,1,0,0,0,3499
484,27/01/2025,7169,Paid Ads,,,1,1,0,0,1999
485,21/02/2025,7806,Referral,Desktop,,1,0,0,0,
486,25/03/2025,7468,Organic,Desktop,Home & Kitchen,1,0,,0,1999
487,29/06/2025,6997,Email,Tablet,Home & Kitchen,1,0,0,0,0
488,22/02/2025,6510,Paid Ads,,,1,0,1,0,
489,30/05/2025,8764,Social,Mobile,,1,,1,0,3499
490,31/12/2024,8078,Referral,Tablet,,0,0,1,0,799
491,13/10/2024,6864,Referral,Mobile,Sports,0,0,1,0,1999
492,14/10/2024,7642,Email,Mobile,Sports,1,1,1,0,0
493,03/10/2024,6171,Organic,,Electronics,1,0,1,0,799
494,09/10/2024,6693,,Tablet,,1,0,0,0,2499
495,03/05/2025,6736,Email,Desktop,Sports,0,0,0,0,1999
496,14/05/2025,8295,,Tablet,Home & Kitchen,1,0,0,1,1999
497,28/03/2025,5236,,Desktop,Fashion,1,1,1,,3499
498,05/01/2025,6906,Organic,Mobile,Sports,1,0,0,0,2499
499,24/05/2025,8121,,,Fashion,1,0,0,0,3499
500,27/01/2025,6075,Organic,Tablet,,1,,1,0,2499
501,20/03/2025,6875,Paid Ads,Mobile,Sports,1,0,1,0,1999
502,08/12/2024,7634,Organic,Tablet,Fashion,1,1,0,1,
503,13/10/2024,7406,Email,Desktop,,1,0,0,0,1999
504,19/04/2025,5440,Email,Tablet,,1,0,0,0,2499
505,20/02/2025,6075,,Mobile,Electronics,0,0,1,0,0
506,23/03/2025,7024,Organic,Desktop,Home & Kitchen,0,1,0,1,
507,21/01/2025,6698,,Tablet,Beauty,1,1,1,,3499
508,22/11/2024,5883,,Tablet,,0,0,0,0,1999
509,10/03/2025,7384,Paid Ads,Desktop,Beauty,1,0,0,1,1299
510,22/12/2024,6396,Organic,,,1,,1,,2499
511,02/11/2024,6513,Social,Mobile,Beauty,1,0,,0,3499
512,20/03/2025,6351,Organic,Desktop,Electronics,1,0,1,0,1999
513,11/10/2024,7343,Social,Tablet,Beauty,1,0,0,0,0
514,28/12/2024,8472,Email,Mobile,Beauty,,1,0,,799
515,29/11/2024,5541,Organic,Desktop,Electronics,1,1,1,,1999
516,04/04/2025,7747,Paid Ads,,Fashion,0,,0,0,3499
517,23/12/2024,6696,Paid Ads,,,0,0,1,0,
518,27/11/2024,5751,,Mobile,,1,0,0,0,799
519,01/03/2025,8435,Social,Tablet,Home & Kitchen,1,0,1,1,2499
520,10/01/2025,8048,Social,,Electronics,0,1,0,0,1299
521,09/01/2025,8368,Organic,Desktop,Electronics,1,0,1,0,3499
522,23/04/2025,7228,Referral,,,1,0,1,,799
523,28/03/2025,7737,Referral,Tablet,Home & Kitchen,1,0,0,0,0
524,25/04/2025,6008,,,,1,0,1,0,
525,22/04/2025,6982,Organic,,Sports,1,,,0,2499
526,04/03/2025,8766,,Mobile,Electronics,1,0,0,1,
527,16/02/2025,7571,Organic,,Home & Kitchen,1,1,0,0,1299
528,30/11/2024,8361,Paid Ads,Mobile,Sports,1,0,0,0,2499
529,22/06/2025,5807,,Desktop,Electronics,1,1,1,0,1299
530,29/10/2024,8373,Email,,,1,,0,,3499
531,21/05/2025,8876,Referral,,,0,0,0,,1999
532,25/01/2025,7405,Paid Ads,Desktop,,1,0,1,0,2499
533,09/12/2024,7766,Social,,Beauty,1,0,,,3499
534,01/06/2025,5150,Email,Desktop,Electronics,1,0,1,0,1299
535,18/01/2025,6559,Organic,Tablet,Fashion,1,1,1,0,3499
536,06/03/2025,8042,Referral,,Fashion,1,0,0,0,799
537,12/10/2024,6822,Referral,Mobile,,1,1,0,1,
538,21/05/2025,5505,Paid Ads,Tablet,Beauty,1,0,,1,2499
539,16/06/2025,8516,Paid Ads,Mobile,,1,0,0,0,0
540,03/10/2024,7193,,Mobile,Fashion,1,0,0,,799
541,19/04/2025,7723,Referral,Desktop,Sports,1,1,,0,
542,05/06/2025,5171,,Mobile,Electronics,1,0,1,1,3499
543,09/01/2025,8311,Email,Mobile,,1,,0,1,3499
544,16/02/2025,7144,,Desktop,Beauty,0,1,0,0,0
545,23/04/2025,5906,Social,,,1,0,1,0,2499
546,14/12/2024,5104,,,Home & Kitchen,1,0,1,,3499
547,07/03/2025,5838,Social,,,1,0,0,0,2499
548,10/10/2024,7291,Referral,,Beauty,0,0,1,0,799
549,06/01/2025,5584,Paid Ads,Desktop,Home & Kitchen,1,0,1,0,1999
550,10/01/2025,8623,Referral,,,0,1,1,0,799
551,28/05/2025,5310,Referral,Tablet,Electronics,1,0,0,,
552,16/03/2025,7255,,,Fashion,0,0,0,0,2499
553,01/12/2024,8942,,Mobile,Sports,1,1,0,,2499
554,28/03/2025,8561,Referral,Mobile,,1,0,0,0,0
555,05/10/2024,8817,,Tablet,,1,0,0,0,
556,25/03/2025,6852,Paid Ads,Tablet,Sports,1,1,1,0,1999
557,13/04/2025,8012,Paid Ads,Desktop,Sports,1,0,1,0,0
558,22/01/2025,6232,Social,,,1,0,0,0,799
559,25/05/2025,7809,Referral,Desktop,,1,0,0,0,
560,05/03/2025,6720,,,Electronics,0,1,0,0,799
561,05/10/2024,7054,Email,Desktop,Electronics,1,1,0,0,1999
562,16/02/2025,8691,Organic,,,0,1,1,0,3499
563,29/01/2025,6124,,Tablet,Sports,1,0,0,0,1299
564,16/01/2025,5644,,Tablet,,0,0,0,1,0
565,17/05/2025,8322,Organic,Tablet,Sports,1,,0,0,
566,28/06/2025,7666,,,Sports,1,1,0,0,
567,22/05/2025,8084,Social,Desktop,Sports,1,0,0,0,1299
568,26/05/2025,8677,,,Fashion,1,1,0,0,3499
569,17/06/2025,7353,Referral,,Home & Kitchen,0,1,,0,799
570,29/11/2024,6149,,Tablet,Beauty,1,0,0,0,1999
571,13/01/2025,8821,Email,Mobile,,1,,0,0,3499
572,19/02/2025,5644,,Desktop,,0,0,,0,1999
573,09/06/2025,7981,Organic,Desktop,,,0,1,,3499
574,03/04/2025,6025,Paid Ads,Mobile,Electronics,1,1,0,0,
575,05/04/2025,5260,Organic,Desktop,Sports,,1,0,,3499
576,28/12/2024,8406,Social,Desktop,Fashion,1,0,1,0,2499
577,21/03/2025,5498,,Tablet,Sports,1,0,0,0,3499
578,31/12/2024,5093,Referral,Desktop,,0,1,0,1,2499
579,24/01/2025,5904,Paid Ads,Mobile,,1,0,0,0,799
580,03/10/2024,8755,Social,,Home & Kitchen,0,0,0,,3499
581,14/01/2025,8044,Social,,,1,1,0,0,1999
582,16/05/2025,5414,Email,,Fashion,1,1,0,0,799
583,27/01/2025,8695,,Desktop,Electronics,1,,1,0,3499
584,06/05/2025,5552,Social,Desktop,Beauty,1,0,0,,1999
585,14/05/2025,5621,,,Beauty,1,0,0,0,3499
586,31/12/2024,6581,Social,Tablet,Fashion,1,0,0,0,3499
587,02/03/2025,8566,Organic,,,1,0,0,0,3499
588,25/11/2024,8544,Social,,Sports,1,,0,0,
589,29/01/2025,5119,Email,Desktop,,1,1,0,0,2499
590,16/12/2024,8798,Referral,Mobile,Electronics,1,0,1,0,1299
591,02/12/2024,6153,Organic,Mobile,Home & Kitchen,1,1,0,0,1999
592,19/02/2025,6838,Referral,Mobile,Fashion,1,1,0,1,2499
593,27/11/2024,6164,Paid Ads,Tablet,Home & Kitchen,1,0,0,0,1299
594,11/11/2024,8563,,,,1,1,0,0,3499
595,08/05/2025,6691,,Desktop,Home & Kitchen,0,0,0,0,799
596,09/04/2025,6867,,,Beauty,1,0,0,0,0
597,14/10/2024,8333,Organic,Mobile,Sports,1,0,0,0,3499
598,12/02/2025,5654,Paid Ads,,Sports,1,0,0,0,1299
599,17/01/2025,5611,Referral,,,1,0,0,0,
600,14/04/2025,6475,Referral,Mobile,,1,0,1,0,
601,13/06/2025,6614,Email,Desktop,Electronics,1,0,0,0,
602,08/10/2024,5231,Organic,,Fashion,1,1,0,0,799
603,23/01/2025,6567,Social,,,1,0,,0,
604,05/02/2025,7692,,,Sports,1,0,0,0,2499
605,21/10/2024,8421,Paid Ads,Mobile,Sports,1,,0,0,1299
606,18/06/2025,5770,Referral,Tablet,Beauty,,0,0,0,0
607,05/02/2025,7648,Paid Ads,Mobile,Electronics,0,1,1,0,799
608,27/04/2025,5160,Email,Tablet,,1,0,,0,2499
609,08/04/2025,7189,Referral,Tablet,,1,,,0,1999
610,20/10/2024,8709,Email,Tablet,,1,0,0,1,1999
611,23/06/2025,6955,Paid Ads,Tablet,Fashion,1,1,0,1,0
612,22/11/2024,6462,Email,Desktop,Fashion,1,0,1,0,1299
613,20/12/2024,8218,Paid Ads,,Home & Kitchen,1,0,0,,799
614,17/12/2024,6996,Email,,Beauty,1,1,1,0,3499
615,07/10/2024,5586,Referral,Desktop,Home & Kitchen,1,1,0,0,
616,14/05/2025,8274,Social,Desktop,Fashion,0,1,,0,
617,29/11/2024,8516,,Mobile,,1,0,1,0,
618,17/02/2025,6332,,,Beauty,1,0,,0,0
619,25/01/2025,6452,Referral,Desktop,Fashion,1,,0,0,1299
620,09/05/2025,7388,,Desktop,,1,0,0,0,3499
621,28/06/2025,6376,Organic,Mobile,,0,0,0,0,
622,26/02/2025,8316,Social,,Beauty,1,0,0,0,3499
623,06/05/2025,6551,Paid Ads,Desktop,,1,0,0,0,1299
624,26/12/2024,7466,Email,Tablet,Electronics,,0,0,0,2499
625,12/05/2025,6941,Paid Ads,Tablet,Beauty,1,0,0,1,1999
626,24/04/2025,6700,,Desktop,Home & Kitchen,1,1,1,0,799
627,13/02/2025,5029,Organic,Mobile,,1,1,1,0,0
628,10/11/2024,6408,,Desktop,,0,0,0,0,
629,06/10/2024,6222,,Desktop,Beauty,0,1,0,,799
630,26/04/2025,8928,Email,Tablet,,1,1,0,0,
631,01/11/2024,5356,Social,Desktop,,1,,0,1,0
632,18/11/2024,8990,Email,Tablet,Home & Kitchen,1,0,,0,1999
633,19/06/2025,7894,Organic,Desktop,Beauty,1,1,,0,2499
634,03/01/2025,8739,Organic,Desktop,Sports,1,0,1,1,0
635,04/04/2025,8136,Organic,Mobile,Fashion,0,1,0,1,799
636,27/10/2024,8162,Paid Ads,Desktop,Fashion,1,,0,0,0
637,22/06/2025,7484,Referral,Desktop,Home & Kitchen,1,1,0,0,1299
638,17/11/2024,5195,Social,,Sports,1,0,0,0,3499
639,01/12/2024,5621,Referral,,,0,1,0,0,2499
640,30/01/2025,6930,Referral,Mobile,Beauty,1,0,1,0,3499
641,25/04/2025,6170,,Tablet,Beauty,1,1,0,1,1299
642,30/04/2025,5543,Referral,,,1,0,0,0,
643,20/04/2025,8666,Social,Mobile,Electronics,1,0,0,1,3499
644,13/03/2025,7882,Social,Desktop,,1,0,0,0,1999
645,22/11/2024,6140,Paid Ads,,Fashion,1,1,0,0,1299
646,31/12/2024,7123,Paid Ads,Desktop,,1,1,0,1,0
647,14/04/2025,5781,Social,Tablet,Home & Kitchen,0,0,,0,2499
648,21/05/2025,7733,,Tablet,Sports,1,0,1,1,1299
649,23/12/2024,5529,,Desktop,Fashion,1,0,0,1,1299
650,11/06/2025,7147,Social,,Beauty,1,,0,0,
651,05/04/2025,8702,Referral,Tablet,,0,1,0,0,0
652,11/01/2025,7240,Organic,Tablet,,1,1,,0,0
653,06/05/2025,8288,Referral,Mobile,Home & Kitchen,1,0,0,0,2499
654,13/02/2025,7594,,Desktop,Fashion,1,,,0,1299
655,02/01/2025,6219,Paid Ads,,,1,1,0,0,3499
656,15/06/2025,8969,Organic,,Fashion,1,0,,,0
657,21/11/2024,5031,Referral,Mobile,Home & Kitchen,0,1,,0,3499
658,17/11/2024,7037,Social,,,0,0,0,1,1999
659,11/04/2025,8180,,Tablet,,1,0,0,0,0
660,12/06/2025,5888,Paid Ads,Desktop,Home & Kitchen,1,1,0,0,1299
661,31/12/2024,6890,Referral,Desktop,,1,0,0,1,3499
662,12/10/2024,5587,Organic,,,1,1,0,0,3499
663,09/01/2025,5597,Email,Desktop,Sports,1,1,1,0,2499
664,16/02/2025,7540,Email,,Beauty,1,0,1,0,3499
665,18/03/2025,6515,Paid Ads,Desktop,Sports,1,0,,0,3499
666,13/03/2025,6721,Organic,Mobile,Electronics,0,0,1,1,2499
667,09/03/2025,7584,Social,Desktop,Electronics,0,1,0,0,
668,07/06/2025,7545,Referral,Mobile,,1,0,1,0,3499
669,13/10/2024,8137,Organic,Mobile,Sports,1,0,0,0,3499
670,06/04/2025,7830,Paid Ads,,Fashion,1,1,0,0,3499
671,26/06/2025,6244,Social,Tablet,,1,1,0,0,2499
672,23/01/2025,6391,Email,Mobile,Fashion,1,0,1,0,1999
673,06/01/2025,7735,Social,Desktop,Sports,1,1,0,0,2499
674,14/03/2025,7017,Social,Desktop,Beauty,,1,0,0,1999
675,23/12/2024,7207,Organic,Mobile,Fashion,1,0,0,0,0
676,08/05/2025,7121,Organic,Tablet,Home & Kitchen,1,0,,0,1299
677,17/02/2025,6133,Email,,Sports,1,1,0,1,2499
678,18/03/2025,5367,Referral,Tablet,Electronics,0,0,0,0,3499
679,15/03/2025,6075,,,,0,0,0,0,0
680,25/10/2024,5443,,,,1,0,0,0,0
681,11/10/2024,6816,Social,Tablet,Fashion,0,0,1,,1999
682,06/03/2025,8229,Email,,Electronics,,0,,,3499
683,19/11/2024,5141,Organic,,Home & Kitchen,1,1,0,0,799
684,21/11/2024,5126,,Mobile,Home & Kitchen,1,0,0,0,
685,29/03/2025,5107,Referral,Desktop,Beauty,1,0,0,1,1999
686,19/12/2024,8359,Social,,Beauty,1,0,1,0,3499
687,28/03/2025,5632,Referral,Tablet,Home & Kitchen,1,0,1,0,
688,11/06/2025,5946,Paid Ads,Mobile,,0,1,0,,1299
689,13/03/2025,5423,Paid Ads,,Beauty,,,1,,3499
690,08/10/2024,8745,Social,,,1,1,0,0,799
691,18/02/2025,6822,Paid Ads,Desktop,,,1,0,0,2499
692,18/10/2024,7866,Organic,,Beauty,0,0,,0,
693,05/05/2025,6747,Email,,Sports,1,0,0,,799
694,21/06/2025,7207,Social,Tablet,Sports,1,0,0,0,3499
695,26/01/2025,8212,Organic,,Home & Kitchen,1,0,0,0,2499
696,30/04/2025,7577,Organic,Mobile,,1,1,0,0,1999
697,06/12/2024,8477,Paid Ads,Mobile,Sports,1,0,0,1,1999
698,08/05/2025,8945,Paid Ads,Tablet,Sports,1,,0,0,2499
699,23/10/2024,5839,,Tablet,Fashion,1,1,0,1,1999
700,22/12/2024,6749,Paid Ads,Tablet,Sports,1,0,0,1,1999
701,22/06/2025,7923,Email,,Sports,1,1,0,0,1999
702,31/01/2025,8611,Social,Desktop,Sports,1,0,1,1,0
703,13/11/2024,5327,Social,Desktop,Sports,1,0,1,,0
704,13/06/2025,8717,Email,,Fashion,1,,1,0,1299
705,07/11/2024,6608,Paid Ads,Tablet,Beauty,1,0,1,0,0
706,16/03/2025,5550,,Desktop,,1,1,1,0,1999
707,06/06/2025,6410,Organic,Tablet,Home & Kitchen,1,1,0,,0
708,11/03/2025,7566,Referral,Tablet,Sports,1,0,0,1,1999
709,13/02/2025,6531,,Desktop,,0,1,1,0,1999
710,01/12/2024,7393,Email,Tablet,Beauty,0,1,0,0,1299
711,24/05/2025,6895,Paid Ads,Desktop,Sports,1,1,,0,799
712,17/12/2024,7680,Email,,Sports,1,0,0,0,2499
713,02/04/2025,6936,Paid Ads,Tablet,Fashion,0,0,0,0,1299
714,17/01/2025,8701,Email,,Home & Kitchen,1,0,1,0,1299
715,20/04/2025,6036,Email,Mobile,,1,0,0,0,0
716,22/02/2025,8546,,Tablet,Electronics,1,0,0,0,799
717,28/01/2025,8537,Paid Ads,,Sports,1,0,0,0,3499
718,13/03/2025,8466,Social,Desktop,Beauty,1,1,0,0,799
719,31/10/2024,8175,Social,Desktop,Electronics,1,0,0,0,799
720,12/10/2024,5113,,Tablet,Beauty,1,0,0,0,799
721,22/05/2025,5441,,Desktop,,1,0,0,0,3499
722,13/06/2025,7567,Referral,Tablet,,1,1,1,0,2499
723,23/02/2025,5855,Social,,,1,0,,0,1999
724,10/12/2024,8231,Email,Desktop,Beauty,1,1,1,,3499
725,25/03/2025,7683,Organic,Desktop,Fashion,1,,0,0,1999
726,19/02/2025,7036,Social,Mobile,Home & Kitchen,1,0,0,0,3499
727,06/02/2025,8635,Organic,Desktop,Beauty,0,0,1,0,799
728,06/02/2025,8451,Referral,,Home & Kitchen,1,0,1,0,1999
729,18/12/2024,8003,Social,Tablet,Fashion,0,1,0,0,0
730,26/12/2024,8875,Organic,,Home & Kitchen,,1,0,0,799
731,21/06/2025,6300,,Desktop,Fashion,1,1,0,0,2499
732,12/05/2025,5075,Email,Mobile,Sports,1,1,1,0,2499
733,08/12/2024,6223,Referral,,Home & Kitchen,1,0,0,0,0
734,12/03/2025,8149,Social,,Sports,1,0,1,0,1299
735,08/03/2025,7664,Organic,Mobile,Sports,1,0,1,0,3499
736,25/01/2025,7181,Social,Mobile,Electronics,1,1,0,0,1999
737,20/03/2025,5708,Social,Desktop,Electronics,1,0,0,0,1299
738,03/02/2025,5214,,Desktop,,1,0,0,0,1299
739,10/05/2025,8827,Organic,Tablet,Fashion,1,0,1,0,
740,26/02/2025,8097,,,Sports,1,0,1,1,1999
741,25/02/2025,6496,,,Fashion,1,1,1,1,2499
742,09/04/2025,6644,Paid Ads,Tablet,Electronics,0,0,0,0,2499
743,29/06/2025,5839,,Mobile,Home & Kitchen,1,0,0,0,0
744,15/06/2025,5314,,,Home & Kitchen,1,,0,0,799
745,26/03/2025,8126,,Tablet,Fashion,1,0,0,0,2499
746,11/03/2025,8196,Referral,,,1,1,0,1,3499
747,27/12/2024,7952,,Desktop,Beauty,,0,,0,1999
748,23/04/2025,8072,Paid Ads,Tablet,,1,0,0,0,0
749,29/04/2025,8138,,Mobile,Beauty,1,0,,0,3499
750,12/03/2025,6669,Email,Mobile,,1,0,0,1,1999
751,09/01/2025,7153,Social,Mobile,,1,0,0,0,2499
752,13/04/2025,6681,Social,Desktop,Home & Kitchen,1,0,1,0,1999
753,23/04/2025,5007,Paid Ads,Mobile,Fashion,1,,0,0,
754,09/11/2024,5880,Organic,,,1,0,0,0,3499
755,03/12/2024,6833,,Tablet,,1,0,1,0,1999
756,01/02/2025,7241,Referral,Mobile,Fashion,1,0,0,0,1299
757,26/04/2025,7260,Email,Desktop,Electronics,1,1,0,0,
758,06/01/2025,7023,Email,Tablet,Electronics,1,0,0,0,2499
759,15/05/2025,8208,Email,Desktop,Home & Kitchen,1,0,0,0,2499
760,18/12/2024,5540,Referral,Desktop,Fashion,,0,0,0,3499
761,15/05/2025,5759,Email,Tablet,Home & Kitchen,1,1,0,0,
762,29/05/2025,8990,Paid Ads,Mobile,Electronics,1,0,0,0,2499
763,26/05/2025,6336,,Mobile,,0,0,1,0,3499
764,08/12/2024,6773,Paid Ads,,,1,0,0,0,1999
765,03/03/2025,8745,Referral,,,0,1,0,0,1999
766,11/02/2025,5870,Email,Mobile,Electronics,1,1,0,1,3499
767,25/11/2024,8927,Paid Ads,Mobile,Home & Kitchen,1,0,0,,1999
768,14/10/2024,6883,Social,Mobile,Electronics,1,0,0,0,1299
769,30/05/2025,5985,Social,,Fashion,1,0,0,0,0
770,11/05/2025,5667,Organic,Desktop,,0,1,0,0,2499
771,22/01/2025,6670,Referral,,,1,0,0,0,1299
772,23/12/2024,8563,Referral,Tablet,,0,1,0,0,799
773,12/12/2024,8392,Email,Desktop,Home & Kitchen,1,0,1,0,1299
774,14/10/2024,8079,Referral,Desktop,Beauty,1,0,0,0,
775,21/06/2025,5104,Paid Ads,Tablet,,1,0,,0,
776,29/03/2025,7409,Paid Ads,Desktop,Electronics,1,0,0,0,1299
777,18/10/2024,5884,Paid Ads,Mobile,Electronics,1,1,0,0,0
778,01/06/2025,7384,Organic,Desktop,Home & Kitchen,1,0,0,0,0
779,15/01/2025,8046,Paid Ads,,Sports,1,1,1,1,799
780,28/02/2025,7909,Social,,Home & Kitchen,1,0,0,0,3499
781,09/12/2024,6108,Organic,Tablet,Sports,,,0,0,
782,16/04/2025,8149,Social,,Electronics,1,0,0,0,3499
783,07/12/2024,6188,Organic,Desktop,Sports,1,0,0,0,1299
784,22/06/2025,6026,Organic,Mobile,Sports,,1,0,0,1999
785,12/04/2025,8411,,Desktop,Beauty,1,0,0,0,
786,30/05/2025,6293,Social,Desktop,,1,1,0,1,
787,09/02/2025,7766,Email,Desktop,Sports,1,0,1,0,2499
788,28/12/2024,6189,Paid Ads,Tablet,,1,1,0,0,2499
789,24/11/2024,8676,Paid Ads,Tablet,,1,1,0,0,2499
790,18/06/2025,7107,Social,Mobile,Fashion,0,0,1,,1299
791,06/12/2024,6134,Social,Desktop,,0,,0,0,799
792,02/04/2025,5201,,,,1,0,0,0,3499
793,03/12/2024,5513,Organic,Tablet,Electronics,0,1,0,0,1299
794,20/10/2024,5446,Paid Ads,Tablet,,0,1,0,0,2499
795,25/06/2025,5952,,Mobile,Sports,1,1,1,0,799
796,30/03/2025,5601,Email,Desktop,,0,,0,0,2499
797,23/10/2024,8748,Email,Desktop,Fashion,1,1,0,0,1999
798,11/01/2025,7807,Email,Desktop,Electronics,1,,,0,1299
799,09/03/2025,5814,Email,Desktop,,1,0,0,1,799
800,14/12/2024,7171,Referral,,Beauty,1,1,0,0,
801,25/12/2024,6172,Paid Ads,,Fashion,1,1,1,,3499
802,09/04/2025,8737,Social,Desktop,Fashion,1,,1,0,1299
803,28/06/2025,5701,Organic,Desktop,,1,0,0,0,1999
804,23/02/2025,6420,,Mobile,Beauty,0,0,1,0,1999
805,02/10/2024,6760,Email,,,0,0,0,0,3499
806,13/10/2024,7453,,,,1,1,0,,3499
807,05/03/2025,5003,Email,Tablet,Home & Kitchen,1,1,0,0,2499
808,06/10/2024,7784,Referral,Desktop,,1,1,1,0,2499
809,18/01/2025,8906,Paid Ads,Desktop,,1,1,1,0,1999
810,22/02/2025,5892,Email,,Beauty,1,1,0,,
811,05/06/2025,8928,Email,Mobile,Beauty,1,0,0,0,1999
812,28/06/2025,5110,Organic,Mobile,Beauty,1,0,0,0,1999
813,24/01/2025,5163,Organic,Mobile,,0,0,,0,
814,15/04/2025,5992,Social,Desktop,Home & Kitchen,1,0,0,0,799
815,23/04/2025,6447,Organic,Desktop,Beauty,1,1,0,0,1299
816,04/02/2025,7824,Organic,,Home & Kitchen,,1,0,0,1999
817,03/10/2024,5345,,Desktop,Electronics,1,0,0,1,0
818,11/03/2025,8307,Referral,Desktop,Home & Kitchen,1,,0,0,1299
819,11/06/2025,7405,Social,Desktop,Electronics,1,1,0,0,
